FECHA;ACTIVIDAD;TERRITORIAL;SERVICIO;IDIOMA;OFRECIDAS;ATENDIDAS;ABANDONADAS;DESCONECTADAS;AHT;NDA;PREVISION;DESV. OFRECIDAS VS PREVISION
13/11/2024;Cita previa;Mediterráneo;Citas;Catalán;239;229;6;4;00:03:17;95,82%;;0,00%
13/11/2024;Cita previa;Mediterráneo;Citas;Inglés;3;1;1;1;00:05:36;33,33%;;0,00%
13/11/2024;Cita previa;Mediterráneo;Contingencia;Castellano;0;0;0;0;00:00:00;0,00%;;0,00%
13/11/2024;Cita previa;Mediterráneo;Radiodiagnóstico;Castellano;1040;967;55;18;00:04:10;92,98%;1193,276028;-12,84%
13/11/2024;Cita previa;Mediterráneo;Radiodiagnóstico;Catalán;34;34;0;0;00:04:12;100,00%;;0,00%
13/11/2024;Cita previa;Mediterráneo;Radiodiagnóstico;Inglés;4;2;0;2;00:05:21;50,00%;;0,00%
13/11/2024;Vithas 900;Global;Información;Castellano;91;86;4;1;00:03:50;94,51%;64,33188204;41,45%
14/11/2024;Campaña Mutua;Global;Información;Castellano;0;0;0;0;00:00:00;0,00%;;0,00%
14/11/2024;Campaña Sin Esperas;Global;Citas;Castellano;0;0;0;0;00:00:00;0,00%;;0,00%
14/11/2024;Campaña Top Doctor;Andalucía;Citas;Castellano;0;0;0;0;00:00:00;0,00%;0,213257742;-100,00%
14/11/2024;Campaña Top Doctor;Madrid, Norte y Canarias;Citas;Castellano;0;0;0;0;00:00:00;0,00%;0,106628871;-100,00%
14/11/2024;Campaña Top Doctor;Mediterráneo;Citas;Castellano;0;0;0;0;00:00:00;0,00%;0,124400349;-100,00%
14/11/2024;Cita previa;Andalucía;Citas;Castellano;3299;3104;148;47;00:03:33;94,09%;3451,374913;-4,41%
14/11/2024;Cita previa;Andalucía;Citas;Inglés;57;49;0;8;00:04:03;85,96%;;0,00%
14/11/2024;Cita previa;Andalucía;Contingencia;Castellano;0;0;0;0;00:00:00;0,00%;;0,00%
14/11/2024;Cita previa;Andalucía;Radiodiagnóstico;Castellano;1074;1018;46;10;00:04:00;94,79%;901,5901539;19,12%
14/11/2024;Cita previa;Andalucía;Radiodiagnóstico;Inglés;17;9;2;6;00:05:00;52,94%;;0,00%
14/11/2024;Cita previa;Área Privada;Vithas PRI;Castellano;3;0;3;0;00:00:00;0,00%;;0,00%
14/11/2024;Cita previa;Madrid, Norte y Canarias;BackOffice;Castellano;0;0;0;0;00:00:00;0,00%;;0,00%
14/11/2024;Cita previa;Madrid, Norte y Canarias;Citas;Castellano;2932;2729;165;38;00:03:42;93,08%;2987,297246;-1,85%
14/11/2024;Cita previa;Madrid, Norte y Canarias;Citas;Inglés;1;0;1;0;00:00:00;0,00%;;0,00%
14/11/2024;Cita previa;Madrid, Norte y Canarias;Contingencia;Castellano;0;0;0;0;00:00:00;0,00%;;0,00%
14/11/2024;Cita previa;Madrid, Norte y Canarias;Radiodiagnóstico;Castellano;869;838;28;3;00:04:10;96,43%;833,9592533;4,20%
14/11/2024;Cita previa;Madrid, Norte y Canarias;Radiodiagnóstico;Inglés;0;0;0;0;00:00:00;0,00%;;0,00%
14/11/2024;Cita previa;Mediterráneo;Citas;Castellano;2223;2115;87;21;00:03:42;95,14%;3038,665785;-26,84%
14/11/2024;Cita previa;Mediterráneo;Citas;Catalán;197;185;5;7;00:03:23;93,91%;;0,00%
14/11/2024;Cita previa;Mediterráneo;Citas;Inglés;4;2;2;0;00:01:49;50,00%;;0,00%
14/11/2024;Cita previa;Mediterráneo;Contingencia;Castellano;0;0;0;0;00:00:00;0,00%;;0,00%
14/11/2024;Cita previa;Mediterráneo;Radiodiagnóstico;Castellano;926;844;57;25;00:03:57;91,14%;1054,054468;-12,15%
14/11/2024;Cita previa;Mediterráneo;Radiodiagnóstico;Catalán;28;27;1;0;00:03:48;96,43%;;0,00%
14/11/2024;Cita previa;Mediterráneo;Radiodiagnóstico;Inglés;0;0;0;0;00:00:00;0,00%;;0,00%
14/11/2024;Vithas 900;Global;Información;Castellano;72;68;3;1;00:03:41;94,44%;57,75730509;24,66%
15/11/2024;Campaña Mutua;Global;Información;Castellano;0;0;0;0;00:00:00;0,00%;;0,00%
15/11/2024;Campaña Sin Esperas;Global;Citas;Castellano;0;0;0;0;00:00:00;0,00%;;0,00%
15/11/2024;Campaña Top Doctor;Andalucía;Citas;Castellano;0;0;0;0;00:00:00;0,00%;0,189562437;-100,00%
15/11/2024;Campaña Top Doctor;Madrid, Norte y Canarias;Citas;Castellano;0;0;0;0;00:00:00;0,00%;0,094781219;-100,00%
15/11/2024;Campaña Top Doctor;Mediterráneo;Citas;Castellano;0;0;0;0;00:00:00;0,00%;0,110578088;-100,00%
15/11/2024;Cita previa;Andalucía;Citas;Castellano;2713;2534;126;53;00:03:38;93,40%;2665,213425;1,79%
15/11/2024;Cita previa;Andalucía;Citas;Inglés;59;44;7;8;00:03:23;74,58%;;0,00%
15/11/2024;Cita previa;Andalucía;Contingencia;Castellano;0;0;0;0;00:00:00;0,00%;;0,00%
15/11/2024;Cita previa;Andalucía;Radiodiagnóstico;Castellano;816;763;35;18;00:04:10;93,50%;699,8677486;16,59%
15/11/2024;Cita previa;Andalucía;Radiodiagnóstico;Inglés;13;5;2;6;00:05:15;38,46%;;0,00%
15/11/2024;Cita previa;Madrid, Norte y Canarias;BackOffice;Castellano;0;0;0;0;00:00:00;0,00%;;0,00%
15/11/2024;Cita previa;Madrid, Norte y Canarias;Citas;Castellano;2430;2219;159;52;00:03:46;91,32%;2349,691593;3,42%
15/11/2024;Cita previa;Madrid, Norte y Canarias;Citas;Inglés;0;0;0;0;00:00:00;0,00%;;0,00%
15/11/2024;Cita previa;Madrid, Norte y Canarias;Contingencia;Castellano;0;0;0;0;00:00:00;0,00%;;0,00%
15/11/2024;Cita previa;Madrid, Norte y Canarias;Radiodiagnóstico;Castellano;665;615;35;15;00:03:58;92,48%;655,9937728;1,37%
15/11/2024;Cita previa;Madrid, Norte y Canarias;Radiodiagnóstico;Inglés;0;0;0;0;00:00:00;0,00%;;0,00%
15/11/2024;Cita previa;Mediterráneo;Citas;Castellano;1702;1618;63;21;00:03:42;95,06%;2246,04849;-24,22%
15/11/2024;Cita previa;Mediterráneo;Citas;Catalán;158;147;10;1;00:03:24;93,04%;;0,00%
15/11/2024;Cita previa;Mediterráneo;Citas;Inglés;0;0;0;0;00:00:00;0,00%;;0,00%
15/11/2024;Cita previa;Mediterráneo;Contingencia;Castellano;0;0;0;0;00:00:00;0,00%;;0,00%
15/11/2024;Cita previa;Mediterráneo;Radiodiagnóstico;Castellano;686;635;42;9;00:04:19;92,57%;767,2694442;-10,59%
15/11/2024;Cita previa;Mediterráneo;Radiodiagnóstico;Catalán;29;29;0;0;00:03:34;100,00%;;0,00%
15/11/2024;Cita previa;Mediterráneo;Radiodiagnóstico;Inglés;2;0;0;2;00:00:00;0,00%;;0,00%
15/11/2024;Vithas 900;Global;Información;Castellano;52;50;2;0;00:03:51;96,15%;51,33982674;1,29%
18/11/2024;Campaña Mutua;Global;Información;Castellano;0;0;0;0;00:00:00;0,00%;;0,00%
18/11/2024;Campaña Sin Esperas;Global;Citas;Castellano;0;0;0;0;00:00:00;0,00%;;0,00%
18/11/2024;Campaña Top Doctor;Andalucía;Citas;Castellano;0;0;0;0;00:00:00;0,00%;0,270803482;-100,00%
18/11/2024;Campaña Top Doctor;Madrid, Norte y Canarias;Citas;Castellano;0;0;0;0;00:00:00;0,00%;0,135401741;-100,00%
18/11/2024;Campaña Top Doctor;Mediterráneo;Citas;Castellano;0;0;0;0;00:00:00;0,00%;0,157968698;-100,00%
18/11/2024;Cita previa;Andalucía;Citas;Castellano;4645;4178;310;157;00:03:39;89,95%;4917,169261;-5,54%
18/11/2024;Cita previa;Andalucía;Citas;Inglés;74;60;4;10;00:04:42;81,08%;;0,00%
18/11/2024;Cita previa;Andalucía;Contingencia;Castellano;0;0;0;0;00:00:00;0,00%;;0,00%
18/11/2024;Cita previa;Andalucía;Radiodiagnóstico;Castellano;1242;1169;57;16;00:03:51;94,12%;1274,098199;-2,52%
18/11/2024;Cita previa;Andalucía;Radiodiagnóstico;Inglés;11;6;2;3;00:05:49;54,55%;;0,00%
18/11/2024;Cita previa;Madrid, Norte y Canarias;BackOffice;Castellano;1;0;1;0;00:00:00;0,00%;;0,00%
18/11/2024;Cita previa;Madrid, Norte y Canarias;Citas;Castellano;4470;3949;372;149;00:03:44;88,34%;4160,426985;7,44%
18/11/2024;Cita previa;Madrid, Norte y Canarias;Citas;Inglés;0;0;0;0;00:00:00;0,00%;;0,00%
18/11/2024;Cita previa;Madrid, Norte y Canarias;Contingencia;Castellano;0;0;0;0;00:00:00;0,00%;;0,00%
18/11/2024;Cita previa;Madrid, Norte y Canarias;Radiodiagnóstico;Castellano;1123;1067;51;5;00:03:58;95,01%;1157,594763;-2,99%
18/11/2024;Cita previa;Madrid, Norte y Canarias;Radiodiagnóstico;Inglés;1;0;1;0;00:00:00;0,00%;;0,00%
18/11/2024;Cita previa;Mediterráneo;Citas;Castellano;2632;2480;120;32;00:03:37;94,22%;4143,060789;-36,47%
18/11/2024;Cita previa;Mediterráneo;Citas;Catalán;286;267;17;2;00:03:02;93,36%;;0,00%
18/11/2024;Cita previa;Mediterráneo;Citas;Inglés;3;2;1;0;00:02:02;66,67%;;0,00%
18/11/2024;Cita previa;Mediterráneo;Contingencia;Castellano;0;0;0;0;00:00:00;0,00%;;0,00%
18/11/2024;Cita previa;Mediterráneo;Radiodiagnóstico;Castellano;925;858;43;24;00:03:57;92,76%;1404,004054;-34,12%
18/11/2024;Cita previa;Mediterráneo;Radiodiagnóstico;Catalán;52;50;2;0;00:03:24;96,15%;;0,00%
18/11/2024;Cita previa;Mediterráneo;Radiodiagnóstico;Inglés;5;2;1;2;00:05:00;40,00%;;0,00%
18/11/2024;Vithas 900;Global;Información;Castellano;114;104;10;0;00:03:38;91,23%;73,34260963;55,43%
19/11/2024;Campaña Mutua;Global;Información;Castellano;0;0;0;0;00:00:00;0,00%;;0,00%
19/11/2024;Campaña Sin Esperas;Global;Citas;Castellano;0;0;0;0;00:00:00;0,00%;;0,00%
19/11/2024;Campaña Top Doctor;Andalucía;Citas;Castellano;0;0;0;0;00:00:00;0,00%;0,248236525;-100,00%
19/11/2024;Campaña Top Doctor;Madrid, Norte y Canarias;Citas;Castellano;0;0;0;0;00:00:00;0,00%;0,124118262;-100,00%
19/11/2024;Campaña Top Doctor;Mediterráneo;Citas;Castellano;0;0;0;0;00:00:00;0,00%;0,14480464;-100,00%
19/11/2024;Cita previa;Andalucía;Citas;Castellano;3670;3365;236;69;00:03:42;91,69%;4006,950188;-8,41%
19/11/2024;Cita previa;Andalucía;Citas;Inglés;40;36;4;0;00:04:18;90,00%;;0,00%
19/11/2024;Cita previa;Andalucía;Contingencia;Castellano;0;0;0;0;00:00:00;0,00%;;0,00%
19/11/2024;Cita previa;Andalucía;Radiodiagnóstico;Castellano;1116;1057;46;13;00:04:12;94,71%;1041,473154;7,16%
19/11/2024;Cita previa;Andalucía;Radiodiagnóstico;Inglés;12;9;2;1;00:08:26;75,00%;;0,00%
19/11/2024;Cita previa;Madrid, Norte y Canarias;BackOffice;Castellano;0;0;0;0;00:00:00;0,00%;;0,00%
19/11/2024;Cita previa;Madrid, Norte y Canarias;Citas;Castellano;3613;3282;258;73;00:03:48;90,84%;3394,753169;6,43%
19/11/2024;Cita previa;Madrid, Norte y Canarias;Citas;Inglés;1;1;0;0;00:05:57;100,00%;;0,00%
19/11/2024;Cita previa;Madrid, Norte y Canarias;Contingencia;Castellano;0;0;0;0;00:00:00;0,00%;;0,00%
19/11/2024;Cita previa;Madrid, Norte y Canarias;Radiodiagnóstico;Castellano;935;898;34;3;00:04:00;96,04%;950,1235978;-1,59%
19/11/2024;Cita previa;Madrid, Norte y Canarias;Radiodiagnóstico;Inglés;0;0;0;0;00:00:00;0,00%;;0,00%
19/11/2024;Cita previa;Mediterráneo;Citas;Castellano;2961;2760;174;27;00:03:49;93,21%;3638,174307;-18,61%
19/11/2024;Cita previa;Mediterráneo;Citas;Catalán;253;239;12;2;00:03:20;94,47%;;0,00%
19/11/2024;Cita previa;Mediterráneo;Citas;Inglés;1;1;0;0;00:01:27;100,00%;;0,00%
19/11/2024;Cita previa;Mediterráneo;Contingencia;Castellano;0;0;0;0;00:00:00;0,00%;;0,00%
19/11/2024;Cita previa;Mediterráneo;Radiodiagnóstico;Castellano;1131;1048;65;18;00:04:17;92,66%;1270,461136;-10,98%
19/11/2024;Cita previa;Mediterráneo;Radiodiagnóstico;Catalán;43;42;1;0;00:04:02;97,67%;;0,00%
19/11/2024;Cita previa;Mediterráneo;Radiodiagnóstico;Inglés;1;0;0;1;00:00:00;0,00%;;0,00%
19/11/2024;Vithas 900;Global;Información;Castellano;80;78;2;0;00:03:55;97,50%;67,2307255;18,99%
20/11/2024;Campaña Mutua;Global;Información;Castellano;0;0;0;0;00:00:00;0,00%;;0,00%
20/11/2024;Campaña Sin Esperas;Global;Citas;Castellano;0;0;0;0;00:00:00;0,00%;;0,00%
20/11/2024;Campaña Top Doctor;Andalucía;Citas;Castellano;0;0;0;0;00:00:00;0,00%;0,226222003;-100,00%
20/11/2024;Campaña Top Doctor;Madrid, Norte y Canarias;Citas;Castellano;0;0;0;0;00:00:00;0,00%;0,113111001;-100,00%
20/11/2024;Campaña Top Doctor;Mediterráneo;Citas;Castellano;0;0;0;0;00:00:00;0,00%;0,131962835;-100,00%
20/11/2024;Cita previa;Andalucía;Citas;Castellano;3451;3167;227;57;00:03:42;91,77%;3773,060314;-8,54%
20/11/2024;Cita previa;Andalucía;Citas;Inglés;46;41;3;2;00:04:13;89,13%;;0,00%
20/11/2024;Cita previa;Andalucía;Contingencia;Castellano;0;0;0;0;00:00:00;0,00%;;0,00%
20/11/2024;Cita previa;Andalucía;Radiodiagnóstico;Castellano;1088;1015;59;14;00:04:09;93,29%;980,7746731;10,93%
20/11/2024;Cita previa;Andalucía;Radiodiagnóstico;Inglés;12;4;3;5;00:04:25;33,33%;;0,00%
20/11/2024;Cita previa;Madrid, Norte y Canarias;BackOffice;Castellano;0;0;0;0;00:00:00;0,00%;;0,00%
20/11/2024;Cita previa;Madrid, Norte y Canarias;Citas;Castellano;3261;2970;219;72;00:03:48;91,08%;3185,566427;2,37%
20/11/2024;Cita previa;Madrid, Norte y Canarias;Citas;Inglés;0;0;0;0;00:00:00;0,00%;;0,00%
20/11/2024;Cita previa;Madrid, Norte y Canarias;Contingencia;Castellano;0;0;0;0;00:00:00;0,00%;;0,00%
20/11/2024;Cita previa;Madrid, Norte y Canarias;Radiodiagnóstico;Castellano;930;898;26;6;00:03:57;96,56%;889,4138032;4,56%
20/11/2024;Cita previa;Madrid, Norte y Canarias;Radiodiagnóstico;Inglés;1;0;0;1;00:00:00;0,00%;;0,00%
20/11/2024;Cita previa;Mediterráneo;Citas;Castellano;2709;2519;151;39;00:03:49;92,99%;3275,384921;-17,29%
20/11/2024;Cita previa;Mediterráneo;Citas;Catalán;214;204;7;3;00:03:29;95,33%;;0,00%
20/11/2024;Cita previa;Mediterráneo;Citas;Inglés;3;3;0;0;00:07:55;100,00%;;0,00%
20/11/2024;Cita previa;Mediterráneo;Contingencia;Castellano;0;0;0;0;00:00:00;0,00%;;0,00%
20/11/2024;Cita previa;Mediterráneo;Radiodiagnóstico;Castellano;1016;915;75;26;00:04:15;90,06%;1136,45336;-10,60%
20/11/2024;Cita previa;Mediterráneo;Radiodiagnóstico;Catalán;36;36;0;0;00:03:00;100,00%;;0,00%
20/11/2024;Cita previa;Mediterráneo;Radiodiagnóstico;Inglés;7;1;0;6;00:04:30;14,29%;;0,00%
20/11/2024;Vithas 900;Global;Información;Castellano;80;78;2;0;00:03:10;97,50%;61,26845909;30,57%
21/11/2024;Campaña Mutua;Global;Información;Castellano;0;0;0;0;00:00:00;0,00%;;0,00%
21/11/2024;Campaña Sin Esperas;Global;Citas;Castellano;0;0;0;0;00:00:00;0,00%;;0,00%
21/11/2024;Campaña Top Doctor;Andalucía;Citas;Castellano;0;0;0;0;00:00:00;0,00%;0,203102611;-100,00%
21/11/2024;Campaña Top Doctor;Madrid, Norte y Canarias;Citas;Castellano;0;0;0;0;00:00:00;0,00%;0,101551306;-100,00%
21/11/2024;Campaña Top Doctor;Mediterráneo;Citas;Castellano;0;0;0;0;00:00:00;0,00%;0,118476523;-100,00%
21/11/2024;Cita previa;Andalucía;Citas;Castellano;3079;2851;176;52;00:03:43;92,59%;3287,023727;-6,33%
21/11/2024;Cita previa;Andalucía;Citas;Inglés;36;33;1;2;00:05:00;91,67%;;0,00%
21/11/2024;Cita previa;Andalucía;Contingencia;Castellano;0;0;0;0;00:00:00;0,00%;;0,00%
21/11/2024;Cita previa;Andalucía;Radiodiagnóstico;Castellano;1053;1000;44;9;00:04:15;94,97%;858,6572894;22,63%
21/11/2024;Cita previa;Andalucía;Radiodiagnóstico;Inglés;15;10;2;3;00:05:56;66,67%;;0,00%
21/11/2024;Cita previa;Madrid, Norte y Canarias;BackOffice;Castellano;0;0;0;0;00:00:00;0,00%;;0,00%
21/11/2024;Cita previa;Madrid, Norte y Canarias;Citas;Castellano;2922;2701;168;53;00:03:45;92,44%;2845,044996;2,70%
21/11/2024;Cita previa;Madrid, Norte y Canarias;Citas;Inglés;4;4;0;0;00:05:10;100,00%;;0,00%
21/11/2024;Cita previa;Madrid, Norte y Canarias;Contingencia;Castellano;0;0;0;0;00:00:00;0,00%;;0,00%
21/11/2024;Cita previa;Madrid, Norte y Canarias;Radiodiagnóstico;Castellano;864;815;42;7;00:04:12;94,33%;794,2469079;8,78%
21/11/2024;Cita previa;Madrid, Norte y Canarias;Radiodiagnóstico;Inglés;1;0;0;1;00:00:00;0,00%;;0,00%
21/11/2024;Cita previa;Mediterráneo;Citas;Castellano;2379;2248;102;29;00:03:43;94,49%;2893,967414;-17,79%
21/11/2024;Cita previa;Mediterráneo;Citas;Catalán;212;205;4;3;00:03:16;96,70%;;0,00%
21/11/2024;Cita previa;Mediterráneo;Citas;Inglés;4;3;0;1;00:01:33;75,00%;;0,00%
21/11/2024;Cita previa;Mediterráneo;Contingencia;Castellano;0;0;0;0;00:00:00;0,00%;;0,00%
21/11/2024;Cita previa;Mediterráneo;Radiodiagnóstico;Castellano;997;920;55;22;00:04:04;92,28%;1003,861398;-0,68%
21/11/2024;Cita previa;Mediterráneo;Radiodiagnóstico;Catalán;38;36;2;0;00:03:33;94,74%;;0,00%
21/11/2024;Cita previa;Mediterráneo;Radiodiagnóstico;Inglés;1;0;0;1;00:00:00;0,00%;;0,00%
21/11/2024;Vithas 900;Global;Información;Castellano;65;62;3;0;00:03:17;95,38%;55,00695722;18,17%
22/11/2024;Campaña Mutua;Global;Información;Castellano;0;0;0;0;00:00:00;0,00%;;0,00%
22/11/2024;Campaña Sin Esperas;Global;Citas;Castellano;0;0;0;0;00:00:00;0,00%;;0,00%
22/11/2024;Campaña Top Doctor;Andalucía;Citas;Castellano;0;0;0;0;00:00:00;0,00%;0,180535654;-100,00%
22/11/2024;Campaña Top Doctor;Madrid, Norte y Canarias;Citas;Castellano;0;0;0;0;00:00:00;0,00%;0,090267827;-100,00%
22/11/2024;Campaña Top Doctor;Mediterráneo;Citas;Castellano;0;0;0;0;00:00:00;0,00%;0,105312465;-100,00%
22/11/2024;Cita previa;Andalucía;Citas;Castellano;2465;2364;90;11;00:03:38;95,90%;2538,2985;-2,89%
22/11/2024;Cita previa;Andalucía;Citas;Inglés;50;38;3;9;00:03:28;76,00%;;0,00%
22/11/2024;Cita previa;Andalucía;Contingencia;Castellano;0;0;0;0;00:00:00;0,00%;;0,00%
22/11/2024;Cita previa;Andalucía;Radiodiagnóstico;Castellano;850;786;52;12;00:04:11;92,47%;666,540713;27,52%
22/11/2024;Cita previa;Andalucía;Radiodiagnóstico;Inglés;17;8;1;8;00:06:26;47,06%;;0,00%
22/11/2024;Cita previa;Área Privada;Vithas PRI;Castellano;1;0;1;0;00:00:00;0,00%;;0,00%
22/11/2024;Cita previa;Madrid, Norte y Canarias;BackOffice;Castellano;0;0;0;0;00:00:00;0,00%;;0,00%
22/11/2024;Cita previa;Madrid, Norte y Canarias;Citas;Castellano;2316;2203;97;16;00:03:48;95,12%;2237,801517;3,49%
22/11/2024;Cita previa;Madrid, Norte y Canarias;Citas;Inglés;1;0;1;0;00:00:00;0,00%;;0,00%
22/11/2024;Cita previa;Madrid, Norte y Canarias;Contingencia;Castellano;0;0;0;0;00:00:00;0,00%;;0,00%
22/11/2024;Cita previa;Madrid, Norte y Canarias;Radiodiagnóstico;Castellano;668;634;30;4;00:03:49;94,91%;624,7559741;6,92%
22/11/2024;Cita previa;Madrid, Norte y Canarias;Radiodiagnóstico;Inglés;0;0;0;0;00:00:00;0,00%;;0,00%
22/11/2024;Cita previa;Mediterráneo;Citas;Castellano;1848;1781;55;12;00:03:43;96,37%;2139,0938;-13,61%
22/11/2024;Cita previa;Mediterráneo;Citas;Catalán;149;139;9;1;00:03:38;93,29%;;0,00%
22/11/2024;Cita previa;Mediterráneo;Citas;Inglés;1;1;0;0;00:08:09;100,00%;;0,00%
22/11/2024;Cita previa;Mediterráneo;Contingencia;Castellano;0;0;0;0;00:00:00;0,00%;;0,00%
22/11/2024;Cita previa;Mediterráneo;Radiodiagnóstico;Castellano;764;713;40;11;00:04:06;93,32%;730,732804;4,55%
22/11/2024;Cita previa;Mediterráneo;Radiodiagnóstico;Catalán;27;27;0;0;00:02:52;100,00%;;0,00%
22/11/2024;Cita previa;Mediterráneo;Radiodiagnóstico;Inglés;2;0;0;2;00:00:00;0,00%;;0,00%
22/11/2024;Vithas 900;Global;Información;Castellano;50;49;1;0;00:03:24;98,00%;48,89507309;2,26%
25/11/2024;Campaña Mutua;Global;Información;Castellano;0;0;0;0;00:00:00;0,00%;;0,00%
25/11/2024;Campaña Sin Esperas;Global;Citas;Castellano;0;0;0;0;00:00:00;0,00%;;0,00%
25/11/2024;Campaña Top Doctor;Andalucía;Citas;Castellano;0;0;0;0;00:00:00;0,00%;0,257263308;-100,00%
25/11/2024;Campaña Top Doctor;Madrid, Norte y Canarias;Citas;Castellano;0;0;0;0;00:00:00;0,00%;0,128631654;-100,00%
25/11/2024;Campaña Top Doctor;Mediterráneo;Citas;Castellano;0;0;0;0;00:00:00;0,00%;0,150070263;-100,00%
25/11/2024;Cita previa;Andalucía;Citas;Castellano;4761;4493;196;72;00:03:39;94,37%;4671,310798;1,92%
25/11/2024;Cita previa;Andalucía;Citas;Inglés;54;47;2;5;00:04:27;87,04%;;0,00%
25/11/2024;Cita previa;Andalucía;Contingencia;Castellano;0;0;0;0;00:00:00;0,00%;;0,00%
25/11/2024;Cita previa;Andalucía;Radiodiagnóstico;Castellano;1329;1274;44;11;00:03:55;95,86%;1210,393289;9,80%
25/11/2024;Cita previa;Andalucía;Radiodiagnóstico;Inglés;27;17;2;8;00:04:55;62,96%;;0,00%
25/11/2024;Cita previa;Madrid, Norte y Canarias;BackOffice;Castellano;0;0;0;0;00:00:00;0,00%;;0,00%
25/11/2024;Cita previa;Madrid, Norte y Canarias;Citas;Castellano;4536;4196;260;80;00:03:35;92,50%;3952,405635;14,77%
25/11/2024;Cita previa;Madrid, Norte y Canarias;Citas;Inglés;1;1;0;0;00:05:17;100,00%;;0,00%
25/11/2024;Cita previa;Madrid, Norte y Canarias;Contingencia;Castellano;0;0;0;0;00:00:00;0,00%;;0,00%
25/11/2024;Cita previa;Madrid, Norte y Canarias;Radiodiagnóstico;Castellano;1168;1108;54;6;00:04:05;94,86%;1099,715025;6,21%
25/11/2024;Cita previa;Madrid, Norte y Canarias;Radiodiagnóstico;Inglés;1;1;0;0;00:03:56;100,00%;;0,00%
25/11/2024;Cita previa;Mediterráneo;Citas;Castellano;2762;2633;101;28;00:03:35;95,33%;3935,90775;-29,83%
25/11/2024;Cita previa;Mediterráneo;Citas;Catalán;315;299;13;3;00:03:17;94,92%;;0,00%
25/11/2024;Cita previa;Mediterráneo;Citas;Inglés;2;1;0;1;00:11:10;50,00%;;0,00%
25/11/2024;Cita previa;Mediterráneo;Contingencia;Castellano;0;0;0;0;00:00:00;0,00%;;0,00%
25/11/2024;Cita previa;Mediterráneo;Radiodiagnóstico;Castellano;978;930;31;17;00:03:55;95,09%;1333,803851;-26,68%
25/11/2024;Cita previa;Mediterráneo;Radiodiagnóstico;Catalán;41;38;3;0;00:03:30;92,68%;;0,00%
25/11/2024;Cita previa;Mediterráneo;Radiodiagnóstico;Inglés;2;2;0;0;00:01:41;100,00%;;0,00%
25/11/2024;Vithas 900;Global;Información;Castellano;102;100;2;0;00:03:07;98,04%;69,67547915;46,39%
26/11/2024;Campaña Mutua;Global;Información;Castellano;0;0;0;0;00:00:00;0,00%;;0,00%
26/11/2024;Campaña Sin Esperas;Global;Citas;Castellano;0;0;0;0;00:00:00;0,00%;;0,00%
26/11/2024;Campaña Top Doctor;Andalucía;Citas;Castellano;0;0;0;0;00:00:00;0,00%;0,235824699;-100,00%
26/11/2024;Campaña Top Doctor;Madrid, Norte y Canarias;Citas;Castellano;0;0;0;0;00:00:00;0,00%;0,117912349;-100,00%
26/11/2024;Campaña Top Doctor;Mediterráneo;Citas;Castellano;0;0;0;0;00:00:00;0,00%;0,137564408;-100,00%
26/11/2024;Cita previa;Andalucía;Citas;Castellano;3566;3484;74;8;00:03:47;97,70%;3806,602678;-6,32%
26/11/2024;Cita previa;Andalucía;Citas;Inglés;65;51;5;9;00:04:48;78,46%;;0,00%
26/11/2024;Cita previa;Andalucía;Contingencia;Castellano;0;0;0;0;00:00:00;0,00%;;0,00%
26/11/2024;Cita previa;Andalucía;Radiodiagnóstico;Castellano;1231;1173;49;9;00:04:13;95,29%;989,399496;24,42%
26/11/2024;Cita previa;Andalucía;Radiodiagnóstico;Inglés;14;9;0;5;00:04:06;64,29%;;0,00%
26/11/2024;Cita previa;Área Privada;Informes;Castellano;1;1;0;0;00:07:00;100,00%;;0,00%
26/11/2024;Cita previa;Madrid, Norte y Canarias;BackOffice;Castellano;0;0;0;0;00:00:00;0,00%;;0,00%
26/11/2024;Cita previa;Madrid, Norte y Canarias;Citas;Castellano;3308;3207;89;12;00:03:53;96,95%;3225,015511;2,57%
26/11/2024;Cita previa;Madrid, Norte y Canarias;Citas;Inglés;1;1;0;0;00:04:18;100,00%;;0,00%
26/11/2024;Cita previa;Madrid, Norte y Canarias;Contingencia;Castellano;1;0;1;0;00:00:00;0,00%;;0,00%
26/11/2024;Cita previa;Madrid, Norte y Canarias;Radiodiagnóstico;Castellano;886;841;31;14;00:03:54;94,92%;902,6174179;-1,84%
26/11/2024;Cita previa;Madrid, Norte y Canarias;Radiodiagnóstico;Inglés;1;0;1;0;00:00:00;0,00%;;0,00%
26/11/2024;Cita previa;Mediterráneo;Citas;Castellano;2081;2028;43;10;00:03:50;97,45%;3456,265592;-39,79%
26/11/2024;Cita previa;Mediterráneo;Citas;Catalán;227;221;6;0;00:03:30;97,36%;;0,00%
26/11/2024;Cita previa;Mediterráneo;Citas;Inglés;9;8;1;0;00:05:27;88,89%;;0,00%
26/11/2024;Cita previa;Mediterráneo;Contingencia;Castellano;0;0;0;0;00:00:00;0,00%;;0,00%
26/11/2024;Cita previa;Mediterráneo;Radiodiagnóstico;Castellano;850;811;32;7;00:04:21;95,41%;1206,938079;-29,57%
26/11/2024;Cita previa;Mediterráneo;Radiodiagnóstico;Catalán;42;42;0;0;00:03:44;100,00%;;0,00%
26/11/2024;Cita previa;Mediterráneo;Radiodiagnóstico;Inglés;2;1;0;1;00:07:05;50,00%;;0,00%
